# form	lemma	pos	features
факте	факт	NOUN	gender=masc|number=sing|case=prep|animacy=inan
факты	факт	NOUN	gender=masc|number=plur|case=nom|animacy=inan
фактов	факт	NOUN	gender=masc|number=plur|case=gen|animacy=inan
мир	мир	NOUN	gender=masc|number=sing|case=nom|animacy=inan
мира	мир	NOUN	gender=masc|number=sing|case=gen|animacy=inan
миру	мир	NOUN	gender=masc|number=sing|case=dat|animacy=inan
мир	мир	NOUN	gender=masc|number=sing|case=acc|animacy=inan
миром	мир	NOUN	gender=masc|number=sing|case=ins|animacy=inan
мире	мир	NOUN	gender=masc|number=sing|case=prep|animacy=inan
миры	мир	NOUN	gender=masc|number=plur|case=nom|animacy=inan
миров	мир	NOUN	gender=masc|number=plur|case=gen|animacy=inan
текст	текст	NOUN	gender=masc|number=sing|case=nom|animacy=inan
текста	текст	NOUN	gender=masc|number=sing|case=gen|animacy=inan
тексту	текст	NOUN	gender=masc|number=sing|case=dat|animacy=inan
текст	текст	NOUN	gender=masc|number=sing|case=acc|animacy=inan
текстом	текст	NOUN	gender=masc|number=sing|case=ins|animacy=inan
тексте	текст	NOUN	gender=masc|number=sing|case=prep|animacy=inan
тексты	текст	NOUN	gender=masc|number=plur|case=nom|animacy=inan
текстов	текст	NOUN	gender=masc|number=plur|case=gen|animacy=inan
слово	слово	NOUN	gender=masc|number=sing|case=nom|animacy=inan
слова	слово	NOUN	gender=masc|number=sing|case=gen|animacy=inan
слову	слово	NOUN	gender=masc|number=sing|case=dat|animacy=inan
слово	слово	NOUN	gender=masc|number=sing|case=acc|animacy=inan
словом	слово	NOUN	gender=masc|number=sing|case=ins|animacy=inan
слове	слово	NOUN	gender=masc|number=sing|case=prep|animacy=inan
слова	слово	NOUN	gender=masc|number=plur|case=nom|animacy=inan
слов	слово	NOUN	gender=masc|number=plur|case=gen|animacy=inan
мальчик	мальчик	NOUN	gender=masc|number=sing|case=nom|animacy=anim
мальчика	мальчик	NOUN	gender=masc|number=sing|case=gen|animacy=anim
мальчику	мальчик	NOUN	gender=masc|number=sing|case=dat|animacy=anim
мальчика	мальчик	NOUN	gender=masc|number=sing|case=acc|animacy=anim
мальчиком	мальчик	NOUN	gender=masc|number=sing|case=ins|animacy=anim
мальчике	мальчик	NOUN	gender=masc|number=sing|case=prep|animacy=anim
мальчики	мальчик	NOUN	gender=masc|number=plur|case=nom|animacy=anim
мальчиков	мальчик	NOUN	gender=masc|number=plur|case=gen|animacy=anim
студент	студент	NOUN	gender=masc|number=sing|case=nom|animacy=anim
студента	студент	NOUN	gender=masc|number=sing|case=gen|animacy=anim
студенту	студент	NOUN	gender=masc|number=sing|case=dat|animacy=anim
студента	студент	NOUN	gender=masc|number=sing|case=acc|animacy=anim
студентом	студент	NOUN	gender=masc|number=sing|case=ins|animacy=anim
студенте	студент	NOUN	gender=masc|number=sing|case=prep|animacy=anim
студенты	студент	NOUN	gender=masc|number=plur|case=nom|animacy=anim
студентов	студент	NOUN	gender=masc|number=plur|case=gen|animacy=anim
учитель	учитель	NOUN	gender=masc|number=sing|case=nom|animacy=anim
учителя	учитель	NOUN	gender=masc|number=sing|case=gen|animacy=anim
учителю	учитель	NOUN	gender=masc|number=sing|case=dat|animacy=anim
учителя	учитель	NOUN	gender=masc|number=sing|case=acc|animacy=anim
учителем	учитель	NOUN	gender=masc|number=sing|case=ins|animacy=anim
учителе	учитель	NOUN	gender=masc|number=sing|case=prep|animacy=anim
учителя	учитель	NOUN	gender=masc|number=plur|case=nom|animacy=anim
учителей	учитель	NOUN	gender=masc|number=plur|case=gen|animacy=anim
мужчина	мужчина	NOUN	gender=masc|number=sing|case=nom|animacy=anim
мужчины	мужчина	NOUN	gender=masc|number=sing|case=gen|animacy=anim
мужчине	мужчина	NOUN	gender=masc|number=sing|case=dat|animacy=anim
мужчину	мужчина	NOUN	gender=masc|number=sing|case=acc|animacy=anim
мужчиной	мужчина	NOUN	gender=masc|number=sing|case=ins|animacy=anim
мужчине	мужчина	NOUN	gender=masc|number=sing|case=prep|animacy=anim
мужчины	мужчина	NOUN	gender=masc|number=plur|case=nom|animacy=anim
мужчин	мужчина	NOUN	gender=masc|number=plur|case=gen|animacy=anim
человек	человек	NOUN	gender=masc|number=sing|case=nom|animacy=anim
человека	человек	NOUN	gender=masc|number=sing|case=gen|animacy=anim
человеку	человек	NOUN	gender=masc|number=sing|case=dat|animacy=anim
человека	человек	NOUN	gender=masc|number=sing|case=acc|animacy=anim
человеком	человек	NOUN	gender=masc|number=sing|case=ins|animacy=anim
человеке	человек	NOUN	gender=masc|number=sing|case=prep|animacy=anim
люди	человек	NOUN	gender=masc|number=plur|case=nom|animacy=anim
людей	человек	NOUN	gender=masc|number=plur|case=gen|animacy=anim
друг	друг	NOUN	gender=masc|number=sing|case=nom|animacy=anim
друга	друг	NOUN	gender=masc|number=sing|case=gen|animacy=anim
другу	друг	NOUN	gender=masc|number=sing|case=dat|animacy=anim
друга	друг	NOUN	gender=masc|number=sing|case=acc|animacy=anim
другом	друг	NOUN	gender=masc|number=sing|case=ins|animacy=anim
друге	друг	NOUN	gender=masc|number=sing|case=prep|animacy=anim
друзья	друг	NOUN	gender=masc|number=plur|case=nom|animacy=anim
друзей	друг	NOUN	gender=masc|number=plur|case=gen|animacy=anim
автор	автор	NOUN	gender=masc|number=sing|case=nom|animacy=anim
автора	автор	NOUN	gender=masc|number=sing|case=gen|animacy=anim
автору	автор	NOUN	gender=masc|number=sing|case=dat|animacy=anim
автора	автор	NOUN	gender=masc|number=sing|case=acc|animacy=anim
автором	автор	NOUN	gender=masc|number=sing|case=ins|animacy=anim
авторе	автор	NOUN	gender=masc|number=sing|case=prep|animacy=anim
авторы	автор	NOUN	gender=masc|number=plur|case=nom|animacy=anim
авторов	автор	NOUN	gender=masc|number=plur|case=gen|animacy=anim
директор	директор	NOUN	gender=masc|number=sing|case=nom|animacy=anim
директора	директор	NOUN	gender=masc|number=sing|case=gen|animacy=anim
директору	директор	NOUN	gender=masc|number=sing|case=dat|animacy=anim
директора	директор	NOUN	gender=masc|number=sing|case=acc|animacy=anim
директором	директор	NOUN	gender=masc|number=sing|case=ins|animacy=anim
директоре	директор	NOUN	gender=masc|number=sing|case=prep|animacy=anim
директора	директор	NOUN	gender=masc|number=plur|case=nom|animacy=anim
директоров	директор	NOUN	gender=masc|number=plur|case=gen|animacy=anim
президент	президент	NOUN	gender=masc|number=sing|case=nom|animacy=anim
президента	президент	NOUN	gender=masc|number=sing|case=gen|animacy=anim
президенту	президент	NOUN	gender=masc|number=sing|case=dat|animacy=anim
президента	президент	NOUN	gender=masc|number=sing|case=acc|animacy=anim
президентом	президент	NOUN	gender=masc|number=sing|case=ins|animacy=anim
президенте	президент	NOUN	gender=masc|number=sing|case=prep|animacy=anim
президенты	президент	NOUN	gender=masc|number=plur|case=nom|animacy=anim
президентов	президент	NOUN	gender=masc|number=plur|case=gen|animacy=anim
машина	машина	NOUN	gender=fem|number=sing|case=nom|animacy=inan
машины	машина	NOUN	gender=fem|number=sing|case=gen|animacy=inan
машине	машина	NOUN	gender=fem|number=sing|case=dat|animacy=inan
машину	машина	NOUN	gender=fem|number=sing|case=acc|animacy=inan
машиной	машина	NOUN	gender=fem|number=sing|case=ins|animacy=inan
машине	машина	NOUN	gender=fem|number=sing|case=prep|animacy=inan
машины	машина	NOUN	gender=fem|number=plur|case=nom|animacy=inan
машин	машина	NOUN	gender=fem|number=plur|case=gen|animacy=inan
книга	книга	NOUN	gender=fem|number=sing|case=nom|animacy=inan
книги	книга	NOUN	gender=fem|number=sing|case=gen|animacy=inan
книге	книга	NOUN	gender=fem|number=sing|case=dat|animacy=inan
книгу	книга	NOUN	gender=fem|number=sing|case=acc|animacy=inan
книгой	книга	NOUN	gender=fem|number=sing|case=ins|animacy=inan
книге	книга	NOUN	gender=fem|number=sing|case=prep|animacy=inan
книги	книга	NOUN	gender=fem|number=plur|case=nom|animacy=inan
книг	книга	NOUN	gender=fem|number=plur|case=gen|animacy=inan
встреча	встреча	NOUN	gender=fem|number=sing|case=nom|animacy=inan
встречи	встреча	NOUN	gender=fem|number=sing|case=gen|animacy=inan
встрече	встреча	NOUN	gender=fem|number=sing|case=dat|animacy=inan
встречу	встреча	NOUN	gender=fem|number=sing|case=acc|animacy=inan
встречей	встреча	NOUN	gender=fem|number=sing|case=ins|animacy=inan
встрече	встреча	NOUN	gender=fem|number=sing|case=prep|animacy=inan
встречи	встреча	NOUN	gender=fem|number=plur|case=nom|animacy=inan
встреч	встреча	NOUN	gender=fem|number=plur|case=gen|animacy=inan
организация	организация	NOUN	gender=fem|number=sing|case=nom|animacy=inan
организации	организация	NOUN	gender=fem|number=sing|case=gen|animacy=inan
организации	организация	NOUN	gender=fem|number=sing|case=dat|animacy=inan
организацию	организация	NOUN	gender=fem|number=sing|case=acc|animacy=inan
организацией	организация	NOUN	gender=fem|number=sing|case=ins|animacy=inan
организации	организация	NOUN	gender=fem|number=sing|case=prep|animacy=inan
организации	организация	NOUN	gender=fem|number=plur|case=nom|animacy=inan
организаций	организация	NOUN	gender=fem|number=plur|case=gen|animacy=inan
нация	нация	NOUN	gender=fem|number=sing|case=nom|animacy=inan
нации	нация	NOUN	gender=fem|number=sing|case=gen|animacy=inan
нации	нация	NOUN	gender=fem|number=sing|case=dat|animacy=inan
нацию	нация	NOUN	gender=fem|number=sing|case=acc|animacy=inan
нацией	нация	NOUN	gender=fem|number=sing|case=ins|animacy=inan
нации	нация	NOUN	gender=fem|number=sing|case=prep|animacy=inan
нации	нация	NOUN	gender=fem|number=plur|case=nom|animacy=inan
наций	нация	NOUN	gender=fem|number=plur|case=gen|animacy=inan
вакансия	вакансия	NOUN	gender=fem|number=sing|case=nom|animacy=inan
вакансии	вакансия	NOUN	gender=fem|number=sing|case=gen|animacy=inan
вакансии	вакансия	NOUN	gender=fem|number=sing|case=dat|animacy=inan
вакансию	вакансия	NOUN	gender=fem|number=sing|case=acc|animacy=inan
вакансией	вакансия	NOUN	gender=fem|number=sing|case=ins|animacy=inan
вакансии	вакансия	NOUN	gender=fem|number=sing|case=prep|animacy=inan
газета	газета	NOUN	gender=fem|number=sing|case=nom|animacy=inan
газеты	газета	NOUN	gender=fem|number=sing|case=gen|animacy=inan
газете	газета	NOUN	gender=fem|number=sing|case=dat|animacy=inan
газету	газета	NOUN	gender=fem|number=sing|case=acc|animacy=inan
газетой	газета	NOUN	gender=fem|number=sing|case=ins|animacy=inan
газете	газета	NOUN	gender=fem|number=sing|case=prep|animacy=inan
газеты	газета	NOUN	gender=fem|number=plur|case=nom|animacy=inan
газет	газета	NOUN	gender=fem|number=plur|case=gen|animacy=inan
школа	школа	NOUN	gender=fem|number=sing|case=nom|animacy=inan
школы	школа	NOUN	gender=fem|number=sing|case=gen|animacy=inan
школе	школа	NOUN	gender=fem|number=sing|case=dat|animacy=inan
школу	школа	NOUN	gender=fem|number=sing|case=acc|animacy=inan
школой	школа	NOUN	gender=fem|number=sing|case=ins|animacy=inan
школе	школа	NOUN	gender=fem|number=sing|case=prep|animacy=inan
школы	школа	NOUN	gender=fem|number=plur|case=nom|animacy=inan
школ	школа	NOUN	gender=fem|number=plur|case=gen|animacy=inan
улица	улица	NOUN	gender=fem|number=sing|case=nom|animacy=inan
улицы	улица	NOUN	gender=fem|number=sing|case=gen|animacy=inan
улице	улица	NOUN	gender=fem|number=sing|case=dat|animacy=inan
улицу	улица	NOUN	gender=fem|number=sing|case=acc|animacy=inan
улицей	улица	NOUN	gender=fem|number=sing|case=ins|animacy=inan
улице	улица	NOUN	gender=fem|number=sing|case=prep|animacy=inan
улицы	улица	NOUN	gender=fem|number=plur|case=nom|animacy=inan
улиц	улица	NOUN	gender=fem|number=plur|case=gen|animacy=inan
комната	комната	NOUN	gender=fem|number=sing|case=nom|animacy=inan
комнаты	комната	NOUN	gender=fem|number=sing|case=gen|animacy=inan
комнате	комната	NOUN	gender=fem|number=sing|case=dat|animacy=inan
комнату	комната	NOUN	gender=fem|number=sing|case=acc|animacy=inan
комнатой	комната	NOUN	gender=fem|number=sing|case=ins|animacy=inan
комнате	комната	NOUN	gender=fem|number=sing|case=prep|animacy=inan
комнаты	комната	NOUN	gender=fem|number=plur|case=nom|animacy=inan
комнат	комната	NOUN	gender=fem|number=plur|case=gen|animacy=inan
страна	страна	NOUN	gender=fem|number=sing|case=nom|animacy=inan
страны	страна	NOUN	gender=fem|number=sing|case=gen|animacy=inan
стране	страна	NOUN	gender=fem|number=sing|case=dat|animacy=inan
страну	страна	NOUN	gender=fem|number=sing|case=acc|animacy=inan
страной	страна	NOUN	gender=fem|number=sing|case=ins|animacy=inan
стране	страна	NOUN	gender=fem|number=sing|case=prep|animacy=inan
страны	страна	NOUN	gender=fem|number=plur|case=nom|animacy=inan
стран	страна	NOUN	gender=fem|number=plur|case=gen|animacy=inan
задача	задача	NOUN	gender=fem|number=sing|case=nom|animacy=inan
задачи	задача	NOUN	gender=fem|number=sing|case=gen|animacy=inan
задаче	задача	NOUN	gender=fem|number=sing|case=dat|animacy=inan
задачу	задача	NOUN	gender=fem|number=sing|case=acc|animacy=inan
задачей	задача	NOUN	gender=fem|number=sing|case=ins|animacy=inan
задаче	задача	NOUN	gender=fem|number=sing|case=prep|animacy=inan
задачи	задача	NOUN	gender=fem|number=plur|case=nom|animacy=inan
задач	задача	NOUN	gender=fem|number=plur|case=gen|animacy=inan
идея	идея	NOUN	gender=fem|number=sing|case=nom|animacy=inan
идеи	идея	NOUN	gender=fem|number=sing|case=gen|animacy=inan
идее	идея	NOUN	gender=fem|number=sing|case=dat|animacy=inan
идею	идея	NOUN	gender=fem|number=sing|case=acc|animacy=inan
идеей	идея	NOUN	gender=fem|number=sing|case=ins|animacy=inan
идее	идея	NOUN	gender=fem|number=sing|case=prep|animacy=inan
идеи	идея	NOUN	gender=fem|number=plur|case=nom|animacy=inan
идей	идея	NOUN	gender=fem|number=plur|case=gen|animacy=inan
проблема	проблема	NOUN	gender=fem|number=sing|case=nom|animacy=inan
проблемы	проблема	NOUN	gender=fem|number=sing|case=gen|animacy=inan
проблеме	проблема	NOUN	gender=fem|number=sing|case=dat|animacy=inan
проблему	проблема	NOUN	gender=fem|number=sing|case=acc|animacy=inan
проблемой	проблема	NOUN	gender=fem|number=sing|case=ins|animacy=inan
проблеме	проблема	NOUN	gender=fem|number=sing|case=prep|animacy=inan
проблемы	проблема	NOUN	gender=fem|number=plur|case=nom|animacy=inan
проблем	проблема	NOUN	gender=fem|number=plur|case=gen|animacy=inan
система	система	NOUN	gender=fem|number=sing|case=nom|animacy=inan
системы	система	NOUN	gender=fem|number=sing|case=gen|animacy=inan
системе	система	NOUN	gender=fem|number=sing|case=dat|animacy=inan
систему	система	NOUN	gender=fem|number=sing|case=acc|animacy=inan
системой	система	NOUN	gender=fem|number=sing|case=ins|animacy=inan
системе	система	NOUN	gender=fem|number=sing|case=prep|animacy=inan
системы	система	NOUN	gender=fem|number=plur|case=nom|animacy=inan
систем	система	NOUN	gender=fem|number=plur|case=gen|animacy=inan
программа	программа	NOUN	gender=fem|number=sing|case=nom|animacy=inan
программы	программа	NOUN	gender=fem|number=sing|case=gen|animacy=inan
программе	программа	NOUN	gender=fem|number=sing|case=dat|animacy=inan
программу	программа	NOUN	gender=fem|number=sing|case=acc|animacy=inan
программой	программа	NOUN	gender=fem|number=sing|case=ins|animacy=inan
программе	программа	NOUN	gender=fem|number=sing|case=prep|animacy=inan
программы	программа	NOUN	gender=fem|number=plur|case=nom|animacy=inan
программ	программа	NOUN	gender=fem|number=plur|case=gen|animacy=inan
статья	статья	NOUN	gender=fem|number=sing|case=nom|animacy=inan
статьи	статья	NOUN	gender=fem|number=sing|case=gen|animacy=inan
статье	статья	NOUN	gender=fem|number=sing|case=dat|animacy=inan
статью	статья	NOUN	gender=fem|number=sing|case=acc|animacy=inan
статьёй	статья	NOUN	gender=fem|number=sing|case=ins|animacy=inan
статье	статья	NOUN	gender=fem|number=sing|case=prep|animacy=inan
статьи	статья	NOUN	gender=fem|number=plur|case=nom|animacy=inan
статей	статья	NOUN	gender=fem|number=plur|case=gen|animacy=inan
цена	цена	NOUN	gender=fem|number=sing|case=nom|animacy=inan
цены	цена	NOUN	gender=fem|number=sing|case=gen|animacy=inan
цене	цена	NOUN	gender=fem|number=sing|case=dat|animacy=inan
цену	цена	NOUN	gender=fem|number=sing|case=acc|animacy=inan
ценой	цена	NOUN	gender=fem|number=sing|case=ins|animacy=inan
цене	цена	NOUN	gender=fem|number=sing|case=prep|animacy=inan
цены	цена	NOUN	gender=fem|number=plur|case=nom|animacy=inan
цен	цена	NOUN	gender=fem|number=plur|case=gen|animacy=inan
картина	картина	NOUN	gender=fem|number=sing|case=nom|animacy=inan
картины	картина	NOUN	gender=fem|number=sing|case=gen|animacy=inan
картине	картина	NOUN	gender=fem|number=sing|case=dat|animacy=inan
картину	картина	NOUN	gender=fem|number=sing|case=acc|animacy=inan
картиной	картина	NOUN	gender=fem|number=sing|case=ins|animacy=inan
картине	картина	NOUN	gender=fem|number=sing|case=prep|animacy=inan
картины	картина	NOUN	gender=fem|number=plur|case=nom|animacy=inan
картин	картина	NOUN	gender=fem|number=plur|case=gen|animacy=inan
девочка	девочка	NOUN	gender=fem|number=sing|case=nom|animacy=anim
девочки	девочка	NOUN	gender=fem|number=sing|case=gen|animacy=anim
девочке	девочка	NOUN	gender=fem|number=sing|case=dat|animacy=anim
девочку	девочка	NOUN	gender=fem|number=sing|case=acc|animacy=anim
девочкой	девочка	NOUN	gender=fem|number=sing|case=ins|animacy=anim
девочке	девочка	NOUN	gender=fem|number=sing|case=prep|animacy=anim
девочки	девочка	NOUN	gender=fem|number=plur|case=nom|animacy=anim
девочек	девочка	NOUN	gender=fem|number=plur|case=gen|animacy=anim
женщина	женщина	NOUN	gender=fem|number=sing|case=nom|animacy=anim
женщины	женщина	NOUN	gender=fem|number=sing|case=gen|animacy=anim
женщине	женщина	NOUN	gender=fem|number=sing|case=dat|animacy=anim
женщину	женщина	NOUN	gender=fem|number=sing|case=acc|animacy=anim
женщиной	женщина	NOUN	gender=fem|number=sing|case=ins|animacy=anim
женщине	женщина	NOUN	gender=fem|number=sing|case=prep|animacy=anim
женщины	женщина	NOUN	gender=fem|number=plur|case=nom|animacy=anim
женщин	женщина	NOUN	gender=fem|number=plur|case=gen|animacy=anim
кошка	кошка	NOUN	gender=fem|number=sing|case=nom|animacy=anim
кошки	кошка	NOUN	gender=fem|number=sing|case=gen|animacy=anim
кошке	кошка	NOUN	gender=fem|number=sing|case=dat|animacy=anim
кошку	кошка	NOUN	gender=fem|number=sing|case=acc|animacy=anim
кошкой	кошка	NOUN	gender=fem|number=sing|case=ins|animacy=anim
кошке	кошка	NOUN	gender=fem|number=sing|case=prep|animacy=anim
кошки	кошка	NOUN	gender=fem|number=plur|case=nom|animacy=anim
кошек	кошка	NOUN	gender=fem|number=plur|case=gen|animacy=anim
собака	собака	NOUN	gender=fem|number=sing|case=nom|animacy=anim
собаки	собака	NOUN	gender=fem|number=sing|case=gen|animacy=anim
собаке	собака	NOUN	gender=fem|number=sing|case=dat|animacy=anim
собаку	собака	NOUN	gender=fem|number=sing|case=acc|animacy=anim
собакой	собака	NOUN	gender=fem|number=sing|case=ins|animacy=anim
собаке	собака	NOUN	gender=fem|number=sing|case=prep|animacy=anim
собаки	собака	NOUN	gender=fem|number=plur|case=nom|animacy=anim
собак	собака	NOUN	gender=fem|number=plur|case=gen|animacy=anim
девушка	девушка	NOUN	gender=fem|number=sing|case=nom|animacy=anim
девушки	девушка	NOUN	gender=fem|number=sing|case=gen|animacy=anim
девушке	девушка	NOUN	gender=fem|number=sing|case=dat|animacy=anim
девушку	девушка	NOUN	gender=fem|number=sing|case=acc|animacy=anim
девушкой	девушка	NOUN	gender=fem|number=sing|case=ins|animacy=anim
девушке	девушка	NOUN	gender=fem|number=sing|case=prep|animacy=anim
девушки	девушка	NOUN	gender=fem|number=plur|case=nom|animacy=anim
девушек	девушка	NOUN	gender=fem|number=plur|case=gen|animacy=anim
мать	мать	NOUN	gender=fem|number=sing|case=nom|animacy=anim
матери	мать	NOUN	gender=fem|number=sing|case=gen|animacy=anim
матери	мать	NOUN	gender=fem|number=sing|case=dat|animacy=anim
мать	мать	NOUN	gender=fem|number=sing|case=acc|animacy=anim
матерью	мать	NOUN	gender=fem|number=sing|case=ins|animacy=anim
матери	мать	NOUN	gender=fem|number=sing|case=prep|animacy=anim
матери	мать	NOUN	gender=fem|number=plur|case=nom|animacy=anim
матерей	мать	NOUN	gender=fem|number=plur|case=gen|animacy=anim
дочь	дочь	NOUN	gender=fem|number=sing|case=nom|animacy=anim
дочери	дочь	NOUN	gender=fem|number=sing|case=gen|animacy=anim
дочери	дочь	NOUN	gender=fem|number=sing|case=dat|animacy=anim
дочь	дочь	NOUN	gender=fem|number=sing|case=acc|animacy=anim
дочерью	дочь	NOUN	gender=fem|number=sing|case=ins|animacy=anim
дочери	дочь	NOUN	gender=fem|number=sing|case=prep|animacy=anim
дочери	дочь	NOUN	gender=fem|number=plur|case=nom|animacy=anim
дочерей	дочь	NOUN	gender=fem|number=plur|case=gen|animacy=anim
окно	окно	NOUN	gender=neut|number=sing|case=nom|animacy=inan
окна	окно	NOUN	gender=neut|number=sing|case=gen|animacy=inan
окну	окно	NOUN	gender=neut|number=sing|case=dat|animacy=inan
окно	окно	NOUN	gender=neut|number=sing|case=acc|animacy=inan
окном	окно	NOUN	gender=neut|number=sing|case=ins|animacy=inan
окне	окно	NOUN	gender=neut|number=sing|case=prep|animacy=inan
окна	окно	NOUN	gender=neut|number=plur|case=nom|animacy=inan
окон	окно	NOUN	gender=neut|number=plur|case=gen|animacy=inan
дерево	дерево	NOUN	gender=neut|number=sing|case=nom|animacy=inan
дерева	дерево	NOUN	gender=neut|number=sing|case=gen|animacy=inan
дереву	дерево	NOUN	gender=neut|number=sing|case=dat|animacy=inan
дерево	дерево	NOUN	gender=neut|number=sing|case=acc|animacy=inan
деревом	дерево	NOUN	gender=neut|number=sing|case=ins|animacy=inan
дереве	дерево	NOUN	gender=neut|number=sing|case=prep|animacy=inan
деревья	дерево	NOUN	gender=neut|number=plur|case=nom|animacy=inan
деревьев	дерево	NOUN	gender=neut|number=plur|case=gen|animacy=inan
слово	слово	NOUN	gender=neut|number=sing|case=nom|animacy=inan
слова	слово	NOUN	gender=neut|number=sing|case=gen|animacy=inan
слову	слово	NOUN	gender=neut|number=sing|case=dat|animacy=inan
слово	слово	NOUN	gender=neut|number=sing|case=acc|animacy=inan
словом	слово	NOUN	gender=neut|number=sing|case=ins|animacy=inan
слове	слово	NOUN	gender=neut|number=sing|case=prep|animacy=inan
слова	слово	NOUN	gender=neut|number=plur|case=nom|animacy=inan
слов	слово	NOUN	gender=neut|number=plur|case=gen|animacy=inan
дело	дело	NOUN	gender=neut|number=sing|case=nom|animacy=inan
дела	дело	NOUN	gender=neut|number=sing|case=gen|animacy=inan
делу	дело	NOUN	gender=neut|number=sing|case=dat|animacy=inan
дело	дело	NOUN	gender=neut|number=sing|case=acc|animacy=inan
делом	дело	NOUN	gender=neut|number=sing|case=ins|animacy=inan
деле	дело	NOUN	gender=neut|number=sing|case=prep|animacy=inan
дела	дело	NOUN	gender=neut|number=plur|case=nom|animacy=inan
дел	дело	NOUN	gender=neut|number=plur|case=gen|animacy=inan
место	место	NOUN	gender=neut|number=sing|case=nom|animacy=inan
места	место	NOUN	gender=neut|number=sing|case=gen|animacy=inan
месту	место	NOUN	gender=neut|number=sing|case=dat|animacy=inan
место	место	NOUN	gender=neut|number=sing|case=acc|animacy=inan
местом	место	NOUN	gender=neut|number=sing|case=ins|animacy=inan
месте	место	NOUN	gender=neut|number=sing|case=prep|animacy=inan
места	место	NOUN	gender=neut|number=plur|case=nom|animacy=inan
мест	место	NOUN	gender=neut|number=plur|case=gen|animacy=inan
время	время	NOUN	gender=neut|number=sing|case=nom|animacy=inan
времени	время	NOUN	gender=neut|number=sing|case=gen|animacy=inan
времени	время	NOUN	gender=neut|number=sing|case=dat|animacy=inan
время	время	NOUN	gender=neut|number=sing|case=acc|animacy=inan
временем	время	NOUN	gender=neut|number=sing|case=ins|animacy=inan
времени	время	NOUN	gender=neut|number=sing|case=prep|animacy=inan
времена	время	NOUN	gender=neut|number=plur|case=nom|animacy=inan
времён	время	NOUN	gender=neut|number=plur|case=gen|animacy=inan
имя	имя	NOUN	gender=neut|number=sing|case=nom|animacy=inan
имени	имя	NOUN	gender=neut|number=sing|case=gen|animacy=inan
имени	имя	NOUN	gender=neut|number=sing|case=dat|animacy=inan
имя	имя	NOUN	gender=neut|number=sing|case=acc|animacy=inan
именем	имя	NOUN	gender=neut|number=sing|case=ins|animacy=inan
имени	имя	NOUN	gender=neut|number=sing|case=prep|animacy=inan
имена	имя	NOUN	gender=neut|number=plur|case=nom|animacy=inan
имён	имя	NOUN	gender=neut|number=plur|case=gen|animacy=inan
задание	задание	NOUN	gender=neut|number=sing|case=nom|animacy=inan
задания	задание	NOUN	gender=neut|number=sing|case=gen|animacy=inan
заданию	задание	NOUN	gender=neut|number=sing|case=dat|animacy=inan
задание	задание	NOUN	gender=neut|number=sing|case=acc|animacy=inan
заданием	задание	NOUN	gender=neut|number=sing|case=ins|animacy=inan
задании	задание	NOUN	gender=neut|number=sing|case=prep|animacy=inan
задания	задание	NOUN	gender=neut|number=plur|case=nom|animacy=inan
заданий	задание	NOUN	gender=neut|number=plur|case=gen|animacy=inan
решение	решение	NOUN	gender=neut|number=sing|case=nom|animacy=inan
решения	решение	NOUN	gender=neut|number=sing|case=gen|animacy=inan
решению	решение	NOUN	gender=neut|number=sing|case=dat|animacy=inan
