# form	lemma	pos	features
решение	решение	NOUN	gender=neut|number=sing|case=acc|animacy=inan
решением	решение	NOUN	gender=neut|number=sing|case=ins|animacy=inan
решении	решение	NOUN	gender=neut|number=sing|case=prep|animacy=inan
решения	решение	NOUN	gender=neut|number=plur|case=nom|animacy=inan
решений	решение	NOUN	gender=neut|number=plur|case=gen|animacy=inan
правило	правило	NOUN	gender=neut|number=sing|case=nom|animacy=inan
правила	правило	NOUN	gender=neut|number=sing|case=gen|animacy=inan
правилу	правило	NOUN	gender=neut|number=sing|case=dat|animacy=inan
правило	правило	NOUN	gender=neut|number=sing|case=acc|animacy=inan
правилом	правило	NOUN	gender=neut|number=sing|case=ins|animacy=inan
правиле	правило	NOUN	gender=neut|number=sing|case=prep|animacy=inan
правила	правило	NOUN	gender=neut|number=plur|case=nom|animacy=inan
правил	правило	NOUN	gender=neut|number=plur|case=gen|animacy=inan
письмо	письмо	NOUN	gender=neut|number=sing|case=nom|animacy=inan
письма	письмо	NOUN	gender=neut|number=sing|case=gen|animacy=inan
письму	письмо	NOUN	gender=neut|number=sing|case=dat|animacy=inan
письмо	письмо	NOUN	gender=neut|number=sing|case=acc|animacy=inan
письмом	письмо	NOUN	gender=neut|number=sing|case=ins|animacy=inan
письме	письмо	NOUN	gender=neut|number=sing|case=prep|animacy=inan
письма	письмо	NOUN	gender=neut|number=plur|case=nom|animacy=inan
писем	письмо	NOUN	gender=neut|number=plur|case=gen|animacy=inan
число	число	NOUN	gender=neut|number=sing|case=nom|animacy=inan
числа	число	NOUN	gender=neut|number=sing|case=gen|animacy=inan
числу	число	NOUN	gender=neut|number=sing|case=dat|animacy=inan
число	число	NOUN	gender=neut|number=sing|case=acc|animacy=inan
числом	число	NOUN	gender=neut|number=sing|case=ins|animacy=inan
числе	число	NOUN	gender=neut|number=sing|case=prep|animacy=inan
числа	число	NOUN	gender=neut|number=plur|case=nom|animacy=inan
чисел	число	NOUN	gender=neut|number=plur|case=gen|animacy=inan
состояние	состояние	NOUN	gender=neut|number=sing|case=nom|animacy=inan
состояния	состояние	NOUN	gender=neut|number=sing|case=gen|animacy=inan
состоянию	состояние	NOUN	gender=neut|number=sing|case=dat|animacy=inan
состояние	состояние	NOUN	gender=neut|number=sing|case=acc|animacy=inan
состоянием	состояние	NOUN	gender=neut|number=sing|case=ins|animacy=inan
состоянии	состояние	NOUN	gender=neut|number=sing|case=prep|animacy=inan
состояния	состояние	NOUN	gender=neut|number=plur|case=nom|animacy=inan
состояний	состояние	NOUN	gender=neut|number=plur|case=gen|animacy=inan
здание	здание	NOUN	gender=neut|number=sing|case=nom|animacy=inan
здания	здание	NOUN	gender=neut|number=sing|case=gen|animacy=inan
зданию	здание	NOUN	gender=neut|number=sing|case=dat|animacy=inan
здание	здание	NOUN	gender=neut|number=sing|case=acc|animacy=inan
зданием	здание	NOUN	gender=neut|number=sing|case=ins|animacy=inan
здании	здание	NOUN	gender=neut|number=sing|case=prep|animacy=inan
здания	здание	NOUN	gender=neut|number=plur|case=nom|animacy=inan
зданий	здание	NOUN	gender=neut|number=plur|case=gen|animacy=inan
дети	ребёнок	NOUN	number=plur|case=nom|animacy=anim
детей	ребёнок	NOUN	number=plur|case=gen|animacy=anim
людей	человек	NOUN	number=plur|case=gen|animacy=anim
люди	человек	NOUN	number=plur|case=nom|animacy=anim
пришёл	прийти	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
пришла	прийти	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
пришло	прийти	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
пришли	прийти	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
пришел	прийти	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
пошёл	пойти	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
пошла	пойти	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
пошло	пойти	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
пошли	пойти	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
ушёл	уйти	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
ушла	уйти	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
ушло	уйти	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
ушли	уйти	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
сказал	сказать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
сказала	сказать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
сказало	сказать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
сказали	сказать	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
сделал	сделать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
сделала	сделать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
сделало	сделать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
сделали	сделать	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
написал	написать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
написала	написать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
написало	написать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
написали	написать	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
прочитал	прочитать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
прочитала	прочитать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
прочитало	прочитать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
прочитали	прочитать	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
решил	решить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
решила	решить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
решило	решить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
решили	решить	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
обновил	обновить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
обновила	обновить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
обновило	обновить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
обновили	обновить	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
выпустил	выпустить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
выпустила	выпустить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
выпустило	выпустить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
выпустили	выпустить	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
перенёс	перенести	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=perf
перенесла	перенести	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=perf
перенесло	перенести	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=perf
перенесли	перенести	VERB	number=plur|tense=past|verb_form=finite|aspect=perf
стоял	стоять	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
стояла	стоять	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
стояло	стоять	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
стояли	стоять	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
работал	работать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
работала	работать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
работало	работать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
работали	работать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
читал	читать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
читала	читать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
читало	читать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
читали	читать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
писал	писать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
писала	писать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
писало	писать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
писали	писать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
видел	видеть	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
видела	видеть	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
видело	видеть	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
видели	видеть	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
любил	любить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
любила	любить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
любило	любить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
любили	любить	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
знал	знать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
знала	знать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
знало	знать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
знали	знать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
думал	думать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
думала	думать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
думало	думать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
думали	думать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
говорил	говорить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
говорила	говорить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
говорило	говорить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
говорили	говорить	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
жил	жить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
жила	жить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
жило	жить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
жили	жить	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
шёл	идти	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
шла	идти	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
шло	идти	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
шли	идти	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
ел	есть	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
ела	есть	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
ело	есть	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
ели	есть	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
пил	пить	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
пила	пить	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
пило	пить	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
пили	пить	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
спал	спать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
спала	спать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
спало	спать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
спали	спать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
бежал	бежать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
бежала	бежать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
бежало	бежать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
бежали	бежать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
летел	лететь	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
летела	лететь	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
летело	лететь	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
летели	лететь	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
лежал	лежать	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
лежала	лежать	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
лежало	лежать	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
лежали	лежать	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
сидел	сидеть	VERB	gender=masc|number=sing|tense=past|verb_form=finite|aspect=impf
сидела	сидеть	VERB	gender=fem|number=sing|tense=past|verb_form=finite|aspect=impf
сидело	сидеть	VERB	gender=neut|number=sing|tense=past|verb_form=finite|aspect=impf
сидели	сидеть	VERB	number=plur|tense=past|verb_form=finite|aspect=impf
знаю	знать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
знаешь	знать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
знает	знать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
знают	знать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
хочу	хотеть	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
хочешь	хотеть	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
хочет	хотеть	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
хотят	хотеть	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
могу	мочь	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
можешь	мочь	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
может	мочь	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
могут	мочь	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
работаю	работать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
работаешь	работать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
работает	работать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
работают	работать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
читаю	читать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
читаешь	читать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
читает	читать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
читают	читать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
пишу	писать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
пишешь	писать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
пишет	писать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
пишут	писать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
вижу	видеть	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
видишь	видеть	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
видит	видеть	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
видят	видеть	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
люблю	любить	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
любишь	любить	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
любит	любить	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
любят	любить	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
иду	идти	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
идёшь	идти	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
идёт	идти	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
идут	идти	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
думаю	думать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
думаешь	думать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
думает	думать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
думают	думать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
говорю	говорить	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
говоришь	говорить	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
говорит	говорить	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
говорят	говорить	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
живу	жить	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
живёшь	жить	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
живёт	жить	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
живут	жить	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
проверяю	проверять	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
проверяешь	проверять	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
проверяет	проверять	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
проверяют	проверять	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
управляю	управлять	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
управляешь	управлять	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
управляет	управлять	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
управляют	управлять	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
ненавижу	ненавидеть	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
ненавидишь	ненавидеть	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
ненавидит	ненавидеть	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
ненавидят	ненавидеть	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
жду	ждать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
ждёшь	ждать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
ждёт	ждать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
ждут	ждать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
ем	есть	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
ешь	есть	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
ест	есть	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
едят	есть	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
пью	пить	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
пьёшь	пить	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
пьёт	пить	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
пьют	пить	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
сплю	спать	VERB	number=sing|person=1|tense=pres|verb_form=finite|aspect=impf
спишь	спать	VERB	number=sing|person=2|tense=pres|verb_form=finite|aspect=impf
спит	спать	VERB	number=sing|person=3|tense=pres|verb_form=finite|aspect=impf
спят	спать	VERB	number=plur|person=3|tense=pres|verb_form=finite|aspect=impf
быть	быть	VERB	verb_form=inf|aspect=impf
знать	знать	VERB	verb_form=inf|aspect=impf
ждать	ждать	VERB	verb_form=inf|aspect=impf
спорить	спорить	VERB	verb_form=inf|aspect=impf
читать	читать	VERB	verb_form=inf|aspect=impf
писать	писать	VERB	verb_form=inf|aspect=impf
идти	идти	VERB	verb_form=inf|aspect=impf
говорить	говорить	VERB	verb_form=inf|aspect=impf
думать	думать	VERB	verb_form=inf|aspect=impf
работать	работать	VERB	verb_form=inf|aspect=impf
любить	любить	VERB	verb_form=inf|aspect=impf
видеть	видеть	VERB	verb_form=inf|aspect=impf
сделать	сделать	VERB	verb_form=inf|aspect=impf
сказать	сказать	VERB	verb_form=inf|aspect=impf
написать	написать	VERB	verb_form=inf|aspect=impf
прочитать	прочитать	VERB	verb_form=inf|aspect=impf
решить	решить	VERB	verb_form=inf|aspect=impf
перенести	перенести	VERB	verb_form=inf|aspect=impf
стоять	стоять	VERB	verb_form=inf|aspect=impf
жить	жить	VERB	verb_form=inf|aspect=impf
пить	пить	VERB	verb_form=inf|aspect=impf
есть	есть	VERB	verb_form=inf|aspect=impf
спать	спать	VERB	verb_form=inf|aspect=impf
бежать	бежать	VERB	verb_form=inf|aspect=impf
лететь	лететь	VERB	verb_form=inf|aspect=impf
управлять	управлять	VERB	verb_form=inf|aspect=impf
проверять	проверять	VERB	verb_form=inf|aspect=impf
зная	знать	GERUND	verb_form=gerund|aspect=impf
читая	читать	GERUND	verb_form=gerund|aspect=impf
говоря	говорить	GERUND	verb_form=gerund|aspect=impf
два	два	NUMR	num_class=paucal|case=nom
три	три	NUMR	num_class=paucal|case=nom
четыре	четыре	NUMR	num_class=paucal|case=nom
пять	пять	NUMR	num_class=many|case=nom
шесть	шесть	NUMR	num_class=many|case=nom
семь	семь	NUMR	num_class=many|case=nom
восемь	восемь	NUMR	num_class=many|case=nom
девять	девять	NUMR	num_class=many|case=nom
десять	десять	NUMR	num_class=many|case=nom
двадцать	двадцать	NUMR	num_class=many|case=nom
тридцать	тридцать	NUMR	num_class=many|case=nom
сорок	сорок	NUMR	num_class=many|case=nom
сто	сто	NUMR	num_class=many|case=nom
тысяча	тысяча	NUMR	num_class=many|case=nom
один	один	NUMR	num_class=one|gender=masc|number=sing|case=nom
одна	один	NUMR	num_class=one|gender=fem|number=sing|case=nom
одно	один	NUMR	num_class=one|gender=neut|number=sing|case=nom
одни	один	NUMR	num_class=one|number=plur|case=nom
он	он	PRON	gender=masc|number=sing|case=nom|person=3
она	она	PRON	gender=fem|number=sing|case=nom|person=3
оно	оно	PRON	gender=neut|number=sing|case=nom|person=3
они	они	PRON	number=plur|case=nom|person=3
его	он	PRON	gender=masc|number=sing|case=gen|person=3
её	она	PRON	gender=fem|number=sing|case=gen|person=3
их	они	PRON	number=plur|case=gen|person=3
ему	он	PRON	gender=masc|number=sing|case=dat|person=3
ей	она	PRON	gender=fem|number=sing|case=dat|person=3
им	они	PRON	number=plur|case=dat|person=3
я	я	PRON	number=sing|case=nom|person=1
ты	ты	PRON	number=sing|case=nom|person=2
мы	мы	PRON	number=plur|case=nom|person=1
вы	вы	PRON	number=plur|case=nom|person=2
меня	я	PRON	number=sing|case=gen|person=1
тебя	ты	PRON	number=sing|case=gen|person=2
нас	мы	PRON	number=plur|case=gen|person=1
вас	вы	PRON	number=plur|case=gen|person=2
мне	я	PRON	number=sing|case=dat|person=1
тебе	ты	PRON	number=sing|case=dat|person=2
нам	мы	PRON	number=plur|case=dat|person=1
вам	вы	PRON	number=plur|case=dat|person=2
себя	себя	PRON	case=gen
себе	себя	PRON	case=dat
кто	кто	PRON	case=nom
кого	кто	PRON	case=gen
кому	кто	PRON	case=dat
что	что	PRON	case=nom
чего	что	PRON	case=gen
этому	это	PRON	gender=masc|number=sing|case=dat
эта	это	PRON	gender=fem|number=sing|case=nom
эти	это	PRON	number=plur|case=nom
согласно	согласно	PREP	case=dative
благодаря	благодаря	PREP	case=dative
вопреки	вопреки	PREP	case=dative
точен	точный	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
стабилен	стабильный	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
свободен	свободный	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
важен	важный	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
быстр	быстрый	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
силён	сильный	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
слаб	слабый	ADJ	gender=masc|number=sing|adj_form=short|degree=pos
рядом	рядом	ADV	degree=pos
конечно	конечно	ADV	degree=pos
нельзя	нельзя	PRED	degree=pos
не	не	PART	degree=pos
на	на	PREP	case=accusative
в	в	PREP	case=accusative
оон	ООН	NOUN	gender=fem|number=sing|case=nom|animacy=inan
прочитанная	прочитать	VERB	gender=fem|number=sing|case=nom|adj_form=full|degree=pos|verb_form=participle
прочитанный	прочитать	VERB	gender=masc|number=sing|case=nom|adj_form=full|degree=pos|verb_form=participle
объединённых	объединённый	ADJ	number=plur|case=gen|adj_form=full|degree=pos
надёжный	надёжный	ADJ	gender=masc|number=sing|case=nom|adj_form=full|degree=pos
надёжного	надёжный	ADJ	gender=masc|number=sing|case=gen|adj_form=full|degree=pos
надёжному	надёжный	ADJ	gender=masc|number=sing|case=dat|adj_form=full|degree=pos
надёжным	надёжный	ADJ	gender=masc|number=sing|case=ins|adj_form=full|degree=pos
надёжном	надёжный	ADJ	gender=masc|number=sing|case=prep|adj_form=full|degree=pos
надёжная	надёжный	ADJ	gender=fem|number=sing|case=nom|adj_form=full|degree=pos
надёжной	надёжный	ADJ	gender=fem|number=sing|case=gen|adj_form=full|degree=pos
надёжную	надёжный	ADJ	gender=fem|number=sing|case=acc|adj_form=full|degree=pos
надёжное	надёжный	ADJ	gender=neut|number=sing|case=nom|adj_form=full|degree=pos
надёжные	надёжный	ADJ	number=plur|case=nom|adj_form=full|degree=pos
надёжных	надёжный	ADJ	number=plur|case=gen|adj_form=full|degree=pos
надежный	надёжный	ADJ	gender=masc|number=sing|case=nom|adj_form=full|degree=pos
